College Code,Caste,Gender,Region,Branch,Last Rank
ASKWOC,OC,M,AU,CSE,0
ASKWOC,SC,F,AU,CSE,0
ASKWOC,SC,M,AU,CSE,0
ASKWOC,ST,F,AU,CSE,0
ASKWOC,ST,M,AU,CSE,0
ASKWOC,EWS,F,AU,CSE,
ASKWOC,EWS,M,AU,CSE,
ASKWOC,BC_A,F,AU,ECE,0
ASKWOC,BC_A,M,AU,ECE,0
ASKWOC,BC_B,F,AU,ECE,0
ASKWOC,BC_B,M,AU,ECE,0
ASKWOC,BC_C,F,AU,ECE,0
ASKWOC,BC_C,M,AU,ECE,0
ASKWOC,BC_D,F,AU,ECE,0
ASKWOC,BC_D,M,AU,ECE,0
ASKWOC,BC_E,F,AU,ECE,0
ASKWOC,BC_E,M,AU,ECE,0
ASKWOC,OC,F,AU,ECE,0
ASKWOC,OC,M,AU,ECE,0
ASKWOC,SC,F,AU,ECE,135666
ASKWOC,SC,M,AU,ECE,0
ASKWOC,ST,F,AU,ECE,0
ASKWOC,ST,M,AU,ECE,0
ASKWOC,EWS,F,AU,ECE,
ASKWOC,EWS,M,AU,ECE,
ASKWOC,BC_A,F,AU,EEE,113735
ASKWOC,BC_A,M,AU,EEE,0
ASKWOC,BC_B,F,AU,EEE,0
ASKWOC,BC_B,M,AU,EEE,0
ASKWOC,BC_C,F,AU,EEE,0
ASKWOC,BC_C,M,AU,EEE,0
ASKWOC,BC_D,F,AU,EEE,0
ASKWOC,BC_D,M,AU,EEE,0
ASKWOC,BC_E,F,AU,EEE,0
ASKWOC,BC_E,M,AU,EEE,0
ASKWOC,OC,F,AU,EEE,0
ASKWOC,OC,M,AU,EEE,0
ASKWOC,SC,F,AU,EEE,0
ASKWOC,SC,M,AU,EEE,0
ASKWOC,ST,F,AU,EEE,0
ASKWOC,ST,M,AU,EEE,0
ASKWOC,EWS,F,AU,EEE,
ASKWOC,EWS,M,AU,EEE,
ASKW,BC_A,F,AU,CAI,0
ASKW,BC_A,M,AU,CAI,0
ASKW,BC_B,F,AU,CAI,0
ASKW,BC_B,M,AU,CAI,0
ASKW,BC_C,F,AU,CAI,0
ASKW,BC_C,M,AU,CAI,0
ASKW,BC_D,F,AU,CAI,0
ASKW,BC_D,M,AU,CAI,0
ASKW,BC_E,F,AU,CAI,0
ASKW,BC_E,M,AU,CAI,0
ASKW,OC,F,AU,CAI,111555
ASKW,OC,M,AU,CAI,0
ASKW,SC,F,AU,CAI,155437
ASKW,SC,M,AU,CAI,0
ASKW,ST,F,AU,CAI,0
ASKW,ST,M,AU,CAI,0
ASKW,EWS,F,AU,CAI,111555
ASKW,EWS,M,AU,CAI,
ASKW,BC_A,F,AU,CIV,0
ASKW,BC_A,M,AU,CIV,0
ASKW,BC_B,F,AU,CIV,0
ASKW,BC_B,M,AU,CIV,0
ASKW,BC_C,F,AU,CIV,0
ASKW,BC_C,M,AU,CIV,0
ASKW,BC_D,F,AU,CIV,0
ASKW,BC_D,M,AU,CIV,0
ASKW,BC_E,F,AU,CIV,0
ASKW,BC_E,M,AU,CIV,0
ASKW,OC,F,AU,CIV,0
ASKW,OC,M,AU,CIV,0
ASKW,SC,F,AU,CIV,0
ASKW,SC,M,AU,CIV,0
ASKW,ST,F,AU,CIV,0
ASKW,ST,M,AU,CIV,0
ASKW,EWS,F,AU,CIV,
ASKW,EWS,M,AU,CIV,
ASKW,BC_A,F,AU,CSE,0
ASKW,BC_A,M,AU,CSE,0
ASKW,BC_B,F,AU,CSE,11398
ASKW,BC_B,M,AU,CSE,0
ASKW,BC_C,F,AU,CSE,0
ASKW,BC_C,M,AU,CSE,0
ASKW,BC_D,F,AU,CSE,97792
ASKW,BC_D,M,AU,CSE,0
ASKW,BC_E,F,AU,CSE,0
ASKW,BC_E,M,AU,CSE,0
ASKW,OC,F,AU,CSE,64692
ASKW,OC,M,AU,CSE,0
ASKW,SC,F,AU,CSE,0
ASKW,SC,M,AU,CSE,0
ASKW,ST,F,AU,CSE,156647
ASKW,ST,M,AU,CSE,0
ASKW,EWS,F,AU,CSE,64692
ASKW,EWS,M,AU,CSE,
ASKW,BC_A,F,AU,ECE,0
ASKW,BC_A,M,AU,ECE,0
ASKW,BC_B,F,AU,ECE,0
ASKW,BC_B,M,AU,ECE,0
ASKW,BC_C,F,AU,ECE,0
ASKW,BC_C,M,AU,ECE,0
ASKW,BC_D,F,AU,ECE,0
ASKW,BC_D,M,AU,ECE,0
ASKW,BC_E,F,AU,ECE,0
ASKW,BC_E,M,AU,ECE,0
ASKW,OC,F,AU,ECE,41747
ASKW,OC,M,AU,ECE,0
ASKW,SC,F,AU,ECE,0
ASKW,SC,M,AU,ECE,0
ASKW,ST,F,AU,ECE,0
ASKW,ST,M,AU,ECE,0
ASKW,EWS,F,AU,ECE,
ASKW,EWS,M,AU,ECE,
ASKW,BC_A,F,AU,EEE,0
ASKW,BC_A,M,AU,EEE,0
ASKW,BC_B,F,AU,EEE,0
ASKW,BC_B,M,AU,EEE,0
ASKW,BC_C,F,AU,EEE,0
ASKW,BC_C,M,AU,EEE,0
ASKW,BC_D,F,AU,EEE,0
ASKW,BC_D,M,AU,EEE,0
ASKW,BC_E,F,AU,EEE,0
ASKW,BC_E,M,AU,EEE,0
ASKW,OC,F,AU,EEE,0
ASKW,OC,M,AU,EEE,0
ASKW,SC,F,AU,EEE,0
ASKW,SC,M,AU,EEE,0
ASKW,ST,F,AU,EEE,0
ASKW,ST,M,AU,EEE,0
ASKW,EWS,F,AU,EEE,
ASKW,EWS,M,AU,EEE,
ASTC,BC_A,F,AU,CSE,167126
ASTC,BC_A,M,AU,CSE,173161
ASTC,BC_B,F,AU,CSE,155375
ASTC,BC_B,M,AU,CSE,174252
ASTC,BC_C,F,AU,CSE,0
ASTC,BC_C,M,AU,CSE,0
ASTC,BC_D,F,AU,CSE,126094
ASTC,BC_D,M,AU,CSE,128340
ASTC,BC_E,F,AU,CSE,0
ASTC,BC_E,M,AU,CSE,0
ASTC,OC,F,AU,CSE,128316
ASTC,OC,M,AU,CSE,145660
ASTC,SC,F,AU,CSE,165758
ASTC,SC,M,AU,CSE,167236
ASTC,ST,F,AU,CSE,165540
ASTC,ST,M,AU,CSE,160363
ASTC,EWS,F,AU,CSE,128316
ASTC,EWS,M,AU,CSE,145660
ASTC,BC_A,F,AU,CSM,0
ASTC,BC_A,M,AU,CSM,0
ASTC,BC_B,F,AU,CSM,0
ASTC,BC_B,M,AU,CSM,0
ASTC,BC_C,F,AU,CSM,0
ASTC,BC_C,M,AU,CSM,0
ASTC,BC_D,F,AU,CSM,172387
ASTC,BC_D,M,AU,CSM,176272
ASTC,BC_E,F,AU,CSM,0
ASTC,BC_E,M,AU,CSM,0
ASTC,OC,F,AU,CSM,156969
ASTC,OC,M,AU,CSM,167250
ASTC,SC,F,AU,CSM,145964
ASTC,SC,M,AU,CSM,0
ASTC,ST,F,AU,CSM,0
ASTC,ST,M,AU,CSM,0
ASTC,EWS,F,AU,CSM,
ASTC,EWS,M,AU,CSM,167250
ASTC,BC_A,F,AU,ECE,0
ASTC,BC_A,M,AU,ECE,153016
ASTC,BC_B,F,AU,ECE,168793
ASTC,BC_B,M,AU,ECE,141089
ASTC,BC_C,F,AU,ECE,0
ASTC,BC_C,M,AU,ECE,0
ASTC,BC_D,F,AU,ECE,170499
ASTC,BC_D,M,AU,ECE,174989
ASTC,BC_E,F,AU,ECE,0
ASTC,BC_E,M,AU,ECE,0
ASTC,OC,F,AU,ECE,149757
ASTC,OC,M,AU,ECE,168784
ASTC,SC,F,AU,ECE,164276
ASTC,SC,M,AU,ECE,159265
ASTC,ST,F,AU,ECE,0
ASTC,ST,M,AU,ECE,0
ASTC,EWS,F,AU,ECE,137714
ASTC,EWS,M,AU,ECE,
ASTC,BC_A,F,AU,EEE,0
ASTC,BC_A,M,AU,EEE,174306
ASTC,BC_B,F,AU,EEE,0
ASTC,BC_B,M,AU,EEE,98201
ASTC,BC_C,F,AU,EEE,0
ASTC,BC_C,M,AU,EEE,0
ASTC,BC_D,F,AU,EEE,0
ASTC,BC_D,M,AU,EEE,129991
ASTC,BC_E,F,AU,EEE,0
ASTC,BC_E,M,AU,EEE,0
ASTC,OC,F,AU,EEE,0
ASTC,OC,M,AU,EEE,0
ASTC,SC,F,AU,EEE,0
ASTC,SC,M,AU,EEE,0
ASTC,ST,F,AU,EEE,0
ASTC,ST,M,AU,EEE,0
ASTC,EWS,F,AU,EEE,
ASTC,EWS,M,AU,EEE,
ASTC,BC_A,F,AU,MEC,0
ASTC,BC_A,M,AU,MEC,172123
ASTC,BC_B,F,AU,MEC,0
ASTC,BC_B,M,AU,MEC,0
ASTC,BC_C,F,AU,MEC,0
ASTC,BC_C,M,AU,MEC,0
ASTC,BC_D,F,AU,MEC,0
ASTC,BC_D,M,AU,MEC,158287
ASTC,BC_E,F,AU,MEC,0
ASTC,BC_E,M,AU,MEC,0
ASTC,OC,F,AU,MEC,0
ASTC,OC,M,AU,MEC,0
ASTC,SC,F,AU,MEC,0
ASTC,SC,M,AU,MEC,177834
ASTC,ST,F,AU,MEC,0
ASTC,ST,M,AU,MEC,0
ASTC,EWS,F,AU,MEC,
ASTC,EWS,M,AU,MEC,
ASVR,BC_A,F,AU,CAI,88621
ASVR,BC_A,M,AU,CAI,0
ASVR,BC_B,F,AU,CAI,0
ASVR,BC_B,M,AU,CAI,133428
ASVR,BC_C,F,AU,CAI,0
ASVR,BC_C,M,AU,CAI,0
ASVR,BC_D,F,AU,CAI,0
ASVR,BC_D,M,AU,CAI,0
ASVR,BC_E,F,AU,CAI,166785
ASVR,BC_E,M,AU,CAI,0
ASVR,OC,F,AU,CAI,0
ASVR,OC,M,AU,CAI,0
ASVR,SC,F,AU,CAI,0
ASVR,SC,M,AU,CAI,0
ASVR,ST,F,AU,CAI,0
ASVR,ST,M,AU,CAI,0
ASVR,EWS,F,AU,CAI,
ASVR,EWS,M,AU,CAI,
ASVR,BC_A,F,AU,CIV,0
ASVR,BC_A,M,AU,CIV,0
ASVR,BC_B,F,AU,CIV,0
ASVR,BC_B,M,AU,CIV,0
ASVR,BC_C,F,AU,CIV,0
ASVR,BC_C,M,AU,CIV,0
ASVR,BC_D,F,AU,CIV,0
ASVR,BC_D,M,AU,CIV,0
ASVR,BC_E,F,AU,CIV,0
ASVR,BC_E,M,AU,CIV,0
ASVR,OC,F,AU,CIV,0
ASVR,OC,M,AU,CIV,0
ASVR,SC,F,AU,CIV,0
ASVR,SC,M,AU,CIV,0
ASVR,ST,F,AU,CIV,0
ASVR,ST,M,AU,CIV,0
ASVR,EWS,F,AU,CIV,
ASVR,EWS,M,AU,CIV,
ASVR,BC_A,F,AU,CSE,0
ASVR,BC_A,M,AU,CSE,0
ASVR,BC_B,F,AU,CSE,172320
ASVR,BC_B,M,AU,CSE,0
ASVR,BC_C,F,AU,CSE,0
ASVR,BC_C,M,AU,CSE,0
ASVR,BC_D,F,AU,CSE,113237
ASVR,BC_D,M,AU,CSE,120143
ASVR,BC_E,F,AU,CSE,0
ASVR,BC_E,M,AU,CSE,0
ASVR,OC,F,AU,CSE,76025
ASVR,OC,M,AU,CSE,159018
ASVR,SC,F,AU,CSE,131882
ASVR,SC,M,AU,CSE,150908
ASVR,ST,F,AU,CSE,0
ASVR,ST,M,AU,CSE,0
ASVR,EWS,F,AU,CSE,76025
ASVR,EWS,M,AU,CSE,159018
ASVR,BC_A,F,AU,ECE,0
ASVR,BC_A,M,AU,ECE,130628
ASVR,BC_B,F,AU,ECE,0
ASVR,BC_B,M,AU,ECE,0
ASVR,BC_C,F,AU,ECE,0
ASVR,BC_C,M,AU,ECE,0
ASVR,BC_D,F,AU,ECE,0
ASVR,BC_D,M,AU,ECE,0
ASVR,BC_E,F,AU,ECE,0
ASVR,BC_E,M,AU,ECE,0
ASVR,OC,F,AU,ECE,0
ASVR,OC,M,AU,ECE,140711
ASVR,SC,F,AU,ECE,0
ASVR,SC,M,AU,ECE,0
ASVR,ST,F,AU,ECE,0
ASVR,ST,M,AU,ECE,0
ASVR,EWS,F,AU,ECE,
ASVR,EWS,M,AU,ECE,140711
ASVR,BC_A,F,AU,EEE,0
ASVR,BC_A,M,AU,EEE,0
ASVR,BC_B,F,AU,EEE,0
ASVR,BC_B,M,AU,EEE,0
ASVR,BC_C,F,AU,EEE,0
ASVR,BC_C,M,AU,EEE,0
ASVR,BC_D,F,AU,EEE,0
ASVR,BC_D,M,AU,EEE,0
ASVR,BC_E,F,AU,EEE,0
ASVR,BC_E,M,AU,EEE,0
ASVR,OC,F,AU,EEE,0
ASVR,OC,M,AU,EEE,0
ASVR,SC,F,AU,EEE,0
ASVR,SC,M,AU,EEE,0
ASVR,ST,F,AU,EEE,0
ASVR,ST,M,AU,EEE,0
ASVR,EWS,F,AU,EEE,
ASVR,EWS,M,AU,EEE,
ASVR,BC_A,F,AU,MEC,0
ASVR,BC_A,M,AU,MEC,0
ASVR,BC_B,F,AU,MEC,0
ASVR,BC_B,M,AU,MEC,0
ASVR,BC_C,F,AU,MEC,0
ASVR,BC_C,M,AU,MEC,0
ASVR,BC_D,F,AU,MEC,0
ASVR,BC_D,M,AU,MEC,0
ASVR,BC_E,F,AU,MEC,0
ASVR,BC_E,M,AU,MEC,0
ASVR,OC,F,AU,MEC,0
ASVR,OC,M,AU,MEC,0
ASVR,SC,F,AU,MEC,0
ASVR,SC,M,AU,MEC,0
ASVR,ST,F,AU,MEC,0
ASVR,ST,M,AU,MEC,0
ASVR,EWS,F,AU,MEC,
ASVR,EWS,M,AU,MEC,
AUCESF,BC_A,F,AU,INF,13659
AUCESF,BC_A,M,AU,INF,11379
AUCESF,BC_B,F,AU,INF,12577
AUCESF,BC_B,M,AU,INF,7974
AUCESF,BC_C,F,AU,INF,0
AUCESF,BC_C,M,AU,INF,0
AUCESF,BC_D,F,AU,INF,11067
AUCESF,BC_D,M,AU,INF,7139
AUCESF,BC_E,F,AU,INF,10583
AUCESF,BC_E,M,AU,INF,11924
AUCESF,OC,F,AU,INF,11981
AUCESF,OC,M,AU,INF,5784
AUCESF,SC,F,AU,INF,30911
AUCESF,SC,M,AU,INF,33925
AUCESF,ST,F,AU,INF,48052
AUCESF,ST,M,AU,INF,20163
AUCESF,EWS,F,AU,INF,11981
AUCESF,EWS,M,AU,INF,5784
AUCE,BC_A,F,AU,BIO,0
AUCE,BC_A,M,AU,BIO,37078
AUCE,BC_B,F,AU,BIO,18196
AUCE,BC_B,M,AU,BIO,0
AUCE,BC_C,F,AU,BIO,38150
AUCE,BC_C,M,AU,BIO,0
AUCE,BC_D,F,AU,BIO,0
AUCE,BC_D,M,AU,BIO,18867
AUCE,BC_E,F,AU,BIO,0
AUCE,BC_E,M,AU,BIO,0
AUCE,OC,F,AU,BIO,14281
AUCE,OC,M,AU,BIO,19945
AUCE,SC,F,AU,BIO,0
AUCE,SC,M,AU,BIO,44136
AUCE,ST,F,AU,BIO,0
AUCE,ST,M,AU,BIO,0
AUCE,EWS,F,AU,BIO,
AUCE,EWS,M,AU,BIO,19945
AUCE,BC_A,F,AU,CHE,25207
AUCE,BC_A,M,AU,CHE,20066
AUCE,BC_B,F,AU,CHE,30088
AUCE,BC_B,M,AU,CHE,26686
AUCE,BC_C,F,AU,CHE,9914
AUCE,BC_C,M,AU,CHE,0
AUCE,BC_D,F,AU,CHE,20811
AUCE,BC_D,M,AU,CHE,21451
AUCE,BC_E,F,AU,CHE,49764
AUCE,BC_E,M,AU,CHE,38948
AUCE,OC,F,AU,CHE,29859
AUCE,OC,M,AU,CHE,31061
AUCE,SC,F,AU,CHE,48295
AUCE,SC,M,AU,CHE,47061
AUCE,ST,F,AU,CHE,77171
AUCE,ST,M,AU,CHE,56693
AUCE,EWS,F,AU,CHE,29859
AUCE,EWS,M,AU,CHE,31061
AUCE,BC_A,F,AU,CIV,27647
AUCE,BC_A,M,AU,CIV,24784
AUCE,BC_B,F,AU,CIV,25853.1
AUCE,BC_B,M,AU,CIV,20574
AUCE,BC_C,F,AU,CIV,88094
AUCE,BC_C,M,AU,CIV,88094
AUCE,BC_D,F,AU,CIV,16516
AUCE,BC_D,M,AU,CIV,17033
AUCE,BC_E,F,AU,CIV,36892
AUCE,BC_E,M,AU,CIV,23612
AUCE,OC,F,AU,CIV,20328
AUCE,OC,M,AU,CIV,22595.1
AUCE,SC,F,AU,CIV,36422
AUCE,SC,M,AU,CIV,31371
AUCE,ST,F,AU,CIV,36815
AUCE,ST,M,AU,CIV,30786
AUCE,EWS,F,AU,CIV,20328
AUCE,EWS,M,AU,CIV,22595.1
AUCE,BC_A,F,AU,CSE,2619
AUCE,BC_A,M,AU,CSE,2107
AUCE,BC_B,F,AU,CSE,799
AUCE,BC_B,M,AU,CSE,1324
AUCE,BC_C,F,AU,CSE,1267
AUCE,BC_C,M,AU,CSE,0
AUCE,BC_D,F,AU,CSE,1457
AUCE,BC_D,M,AU,CSE,1220
AUCE,BC_E,F,AU,CSE,0
AUCE,BC_E,M,AU,CSE,1427
AUCE,OC,F,AU,CSE,1315
AUCE,OC,M,AU,CSE,1015
AUCE,SC,F,AU,CSE,4554
AUCE,SC,M,AU,CSE,4194
AUCE,ST,F,AU,CSE,8075
AUCE,ST,M,AU,CSE,4523
AUCE,EWS,F,AU,CSE,1315
AUCE,EWS,M,AU,CSE,1015
AUCE,BC_A,F,AU,ECE,3268
AUCE,BC_A,M,AU,ECE,2174
AUCE,BC_B,F,AU,ECE,3830
AUCE,BC_B,M,AU,ECE,2509
AUCE,BC_C,F,AU,ECE,4463
AUCE,BC_C,M,AU,ECE,4463
AUCE,BC_D,F,AU,ECE,3135
AUCE,BC_D,M,AU,ECE,2022
AUCE,BC_E,F,AU,ECE,22276
AUCE,BC_E,M,AU,ECE,4391
AUCE,OC,F,AU,ECE,3003
AUCE,OC,M,AU,ECE,1965
AUCE,SC,F,AU,ECE,9734
AUCE,SC,M,AU,ECE,8170
AUCE,ST,F,AU,ECE,12606
AUCE,ST,M,AU,ECE,12384
AUCE,EWS,F,AU,ECE,3003
AUCE,EWS,M,AU,ECE,1965
AUCE,BC_A,F,AU,EEE,0
AUCE,BC_A,M,AU,EEE,6023
AUCE,BC_B,F,AU,EEE,9364
AUCE,BC_B,M,AU,EEE,6050
AUCE,BC_C,F,AU,EEE,0
AUCE,BC_C,M,AU,EEE,5131
AUCE,BC_D,F,AU,EEE,7991
AUCE,BC_D,M,AU,EEE,6070
AUCE,BC_E,F,AU,EEE,0
AUCE,BC_E,M,AU,EEE,17613
AUCE,OC,F,AU,EEE,6317
AUCE,OC,M,AU,EEE,7144
AUCE,SC,F,AU,EEE,22132
AUCE,SC,M,AU,EEE,21165
AUCE,ST,F,AU,EEE,0
AUCE,ST,M,AU,EEE,17100
AUCE,EWS,F,AU,EEE,6317
AUCE,EWS,M,AU,EEE,7144
AUCE,BC_A,F,AU,GIN,38790
AUCE,BC_A,M,AU,GIN,40841
AUCE,BC_B,F,AU,GIN,70747
AUCE,BC_B,M,AU,GIN,53359
AUCE,BC_C,F,AU,GIN,0
AUCE,BC_C,M,AU,GIN,42807
AUCE,BC_D,F,AU,GIN,34917.1
AUCE,BC_D,M,AU,GIN,35148
AUCE,BC_E,F,AU,GIN,49567
AUCE,BC_E,M,AU,GIN,69505
AUCE,OC,F,AU,GIN,36841
AUCE,OC,M,AU,GIN,46693
AUCE,SC,F,AU,GIN,72503
AUCE,SC,M,AU,GIN,58510
AUCE,ST,F,AU,GIN,127171
AUCE,ST,M,AU,GIN,89463
AUCE,EWS,F,AU,GIN,36841
AUCE,EWS,M,AU,GIN,46693
AUCE,BC_A,F,AU,IST,23762
AUCE,BC_A,M,AU,IST,21302
AUCE,BC_B,F,AU,IST,12445
AUCE,BC_B,M,AU,IST,10974
AUCE,BC_C,F,AU,IST,0
AUCE,BC_C,M,AU,IST,0
AUCE,BC_D,F,AU,IST,9462
AUCE,BC_D,M,AU,IST,10015
AUCE,BC_E,F,AU,IST,34441
AUCE,BC_E,M,AU,IST,20878
AUCE,OC,F,AU,IST,14291
AUCE,OC,M,AU,IST,7709
AUCE,SC,F,AU,IST,35877
AUCE,SC,M,AU,IST,22622
AUCE,ST,F,AU,IST,22900
AUCE,ST,M,AU,IST,21024
AUCE,EWS,F,AU,IST,14291
AUCE,EWS,M,AU,IST,7709
AUCE,BC_A,F,AU,MEC,21565
AUCE,BC_A,M,AU,MEC,16421
AUCE,BC_B,F,AU,MEC,19635
AUCE,BC_B,M,AU,MEC,16341
AUCE,BC_C,F,AU,MEC,0
AUCE,BC_C,M,AU,MEC,0
AUCE,BC_D,F,AU,MEC,16194
AUCE,BC_D,M,AU,MEC,10652
AUCE,BC_E,F,AU,MEC,0
AUCE,BC_E,M,AU,MEC,0
AUCE,OC,F,AU,MEC,21746
AUCE,OC,M,AU,MEC,12043
AUCE,SC,F,AU,MEC,38608
AUCE,SC,M,AU,MEC,25376
AUCE,ST,F,AU,MEC,42945
AUCE,ST,M,AU,MEC,31220
AUCE,EWS,F,AU,MEC,21746
AUCE,EWS,M,AU,MEC,12043
AUCE,BC_A,F,AU,MET,47344
AUCE,BC_A,M,AU,MET,39018
AUCE,BC_B,F,AU,MET,59254
AUCE,BC_B,M,AU,MET,63281
AUCE,BC_C,F,AU,MET,0
AUCE,BC_C,M,AU,MET,0
AUCE,BC_D,F,AU,MET,33565.1
AUCE,BC_D,M,AU,MET,30797
AUCE,BC_E,F,AU,MET,0
AUCE,BC_E,M,AU,MET,58833
AUCE,OC,F,AU,MET,62256
AUCE,OC,M,AU,MET,17004
AUCE,SC,F,AU,MET,83434
AUCE,SC,M,AU,MET,71248
AUCE,ST,F,AU,MET,61645
AUCE,ST,M,AU,MET,35251
AUCE,EWS,F,AU,MET,62256
AUCE,EWS,M,AU,MET,
AUCE,BC_A,F,AU,NAM,9863
AUCE,BC_A,M,AU,NAM,21458
AUCE,BC_B,F,AU,NAM,25273
AUCE,BC_B,M,AU,NAM,19681
AUCE,BC_C,F,AU,NAM,0
AUCE,BC_C,M,AU,NAM,0
AUCE,BC_D,F,AU,NAM,21772
AUCE,BC_D,M,AU,NAM,19120
AUCE,BC_E,F,AU,NAM,28323
AUCE,BC_E,M,AU,NAM,47703
AUCE,OC,F,AU,NAM,18241
AUCE,OC,M,AU,NAM,18040
AUCE,SC,F,AU,NAM,35758
AUCE,SC,M,AU,NAM,0
AUCE,ST,F,AU,NAM,101086
AUCE,ST,M,AU,NAM,52615
AUCE,EWS,F,AU,NAM,18241
AUCE,EWS,M,AU,NAM,18040
AUEWSF,BC_A,F,AU,CIV,107384
AUEWSF,BC_A,M,AU,CIV,0
AUEWSF,BC_B,F,AU,CIV,122426
AUEWSF,BC_B,M,AU,CIV,0
AUEWSF,BC_C,F,AU,CIV,0
AUEWSF,BC_C,M,AU,CIV,0
AUEWSF,BC_D,F,AU,CIV,84882
AUEWSF,BC_D,M,AU,CIV,0
AUEWSF,BC_E,F,AU,CIV,117513
AUEWSF,BC_E,M,AU,CIV,0
AUEWSF,OC,F,AU,CIV,134821
AUEWSF,OC,M,AU,CIV,0
AUEWSF,SC,F,AU,CIV,174157
AUEWSF,SC,M,AU,CIV,0
AUEWSF,ST,F,AU,CIV,145157
AUEWSF,ST,M,AU,CIV,0
AUEWSF,EWS,F,AU,CIV,134821
AUEWSF,EWS,M,AU,CIV,
AUEWSF,BC_A,F,AU,CSE,13616
AUEWSF,BC_A,M,AU,CSE,0
AUEWSF,BC_B,F,AU,CSE,24164
AUEWSF,BC_B,M,AU,CSE,0
AUEWSF,BC_C,F,AU,CSE,28753
AUEWSF,BC_C,M,AU,CSE,0
AUEWSF,BC_D,F,AU,CSE,12010
AUEWSF,BC_D,M,AU,CSE,0
AUEWSF,BC_E,F,AU,CSE,11324
AUEWSF,BC_E,M,AU,CSE,0
AUEWSF,OC,F,AU,CSE,15655
AUEWSF,OC,M,AU,CSE,0
AUEWSF,SC,F,AU,CSE,35063
AUEWSF,SC,M,AU,CSE,0
AUEWSF,ST,F,AU,CSE,34982
AUEWSF,ST,M,AU,CSE,0
AUEWSF,EWS,F,AU,CSE,15655
AUEWSF,EWS,M,AU,CSE,
AUEWSF,BC_A,F,AU,ECE,31776
AUEWSF,BC_A,M,AU,ECE,0
AUEWSF,BC_B,F,AU,ECE,31933
AUEWSF,BC_B,M,AU,ECE,0
AUEWSF,BC_C,F,AU,ECE,0
AUEWSF,BC_C,M,AU,ECE,0
AUEWSF,BC_D,F,AU,ECE,22012
AUEWSF,BC_D,M,AU,ECE,0
AUEWSF,BC_E,F,AU,ECE,45833
AUEWSF,BC_E,M,AU,ECE,0
AUEWSF,OC,F,AU,ECE,37151
AUEWSF,OC,M,AU,ECE,0
AUEWSF,SC,F,AU,ECE,57018
AUEWSF,SC,M,AU,ECE,0
AUEWSF,ST,F,AU,ECE,56329
AUEWSF,ST,M,AU,ECE,0
AUEWSF,EWS,F,AU,ECE,37151
AUEWSF,EWS,M,AU,ECE,
AUEWSF,BC_A,F,AU,EEE,92680
AUEWSF,BC_A,M,AU,EEE,0
AUEWSF,BC_B,F,AU,EEE,87071
AUEWSF,BC_B,M,AU,EEE,0
AUEWSF,BC_C,F,AU,EEE,78794
AUEWSF,BC_C,M,AU,EEE,0
AUEWSF,BC_D,F,AU,EEE,53029
AUEWSF,BC_D,M,AU,EEE,0
AUEWSF,BC_E,F,AU,EEE,86378
AUEWSF,BC_E,M,AU,EEE,0
AUEWSF,OC,F,AU,EEE,72636
AUEWSF,OC,M,AU,EEE,0
AUEWSF,SC,F,AU,EEE,116326
AUEWSF,SC,M,AU,EEE,0
AUEWSF,ST,F,AU,EEE,148445
AUEWSF,ST,M,AU,EEE,0
AUEWSF,EWS,F,AU,EEE,72636
AUEWSF,EWS,M,AU,EEE,
AUEWSF,BC_A,F,AU,INF,37750
AUEWSF,BC_A,M,AU,INF,0
AUEWSF,BC_B,F,AU,INF,35637
AUEWSF,BC_B,M,AU,INF,0
AUEWSF,BC_C,F,AU,INF,71618
AUEWSF,BC_C,M,AU,INF,0
AUEWSF,BC_D,F,AU,INF,28737
AUEWSF,BC_D,M,AU,INF,0
AUEWSF,BC_E,F,AU,INF,135408
AUEWSF,BC_E,M,AU,INF,0
AUEWSF,OC,F,AU,INF,31971
AUEWSF,OC,M,AU,INF,0
AUEWSF,SC,F,AU,INF,65151
AUEWSF,SC,M,AU,INF,0
AUEWSF,ST,F,AU,INF,94556
AUEWSF,ST,M,AU,INF,0
AUEWSF,EWS,F,AU,INF,31971
AUEWSF,EWS,M,AU,INF,
AUEWSF,BC_A,F,AU,MEC,145611
AUEWSF,BC_A,M,AU,MEC,0
AUEWSF,BC_B,F,AU,MEC,153365
AUEWSF,BC_B,M,AU,MEC,0
AUEWSF,BC_C,F,AU,MEC,147149
AUEWSF,BC_C,M,AU,MEC,0
AUEWSF,BC_D,F,AU,MEC,131945
AUEWSF,BC_D,M,AU,MEC,0
AUEWSF,BC_E,F,AU,MEC,140521
AUEWSF,BC_E,M,AU,MEC,0
AUEWSF,OC,F,AU,MEC,161918
AUEWSF,OC,M,AU,MEC,0
AUEWSF,SC,F,AU,MEC,165368
AUEWSF,SC,M,AU,MEC,0
AUEWSF,ST,F,AU,MEC,0
AUEWSF,ST,M,AU,MEC,0
AUEWSF,EWS,F,AU,MEC,161918
AUEWSF,EWS,M,AU,MEC,
AVEN,BC_A,F,AU,CSD,127315
AVEN,BC_A,M,AU,CSD,112385
AVEN,BC_B,F,AU,CSD,141865
AVEN,BC_B,M,AU,CSD,133529
AVEN,BC_C,F,AU,CSD,0
AVEN,BC_C,M,AU,CSD,0
AVEN,BC_D,F,AU,CSD,79737
AVEN,BC_D,M,AU,CSD,79083.1
AVEN,BC_E,F,AU,CSD,159401
AVEN,BC_E,M,AU,CSD,0
